-30,0,0.024
-30,0.05,0.018
-30,0.1,0.01284
-30,0.15,0.0078
-30,0.2,0.0054
-30,0.3,0.00264
-30,0.4,0.00144
-30,0.5,0.00096
-30,0.6,0.00048
-30,0.7,0.00024
-30,0.8,0.00024
-30,0.9,0.00024
-30,0.995,0.00024
-30,1,0.00024
-30,1.005,0.00024
-30,1.1,0.00024
0,0,0.02
0,0.05,0.015
0,0.1,0.0107
0,0.15,0.0065
0,0.2,0.0045
0,0.3,0.0022
0,0.4,0.0012
0,0.5,0.0008
0,0.6,0.0004
0,0.7,0.0002
0,0.8,0.0002
0,0.9,0.0002
0,0.995,0.0002
0,1,0.0002
0,1.005,0.0002
0,1.1,0.0002
25,0,0.0001
25,0.05,0.0001
25,0.1,0.0001
25,0.15,0.0001
25,0.2,0.0001
25,0.3,0.0001
25,0.4,0.0001
25,0.5,0.0001
25,0.6,0.0001
25,0.7,0.0001
25,0.8,0.0001
25,0.9,0.0001
25,0.995,0.0001
25,1,0.0001
25,1.005,0.0001
25,1.1,0.0001
40,0,0.0001
40,0.05,0.0001
40,0.1,0.0001
40,0.15,0.0001
40,0.2,0.0001
40,0.3,0.0001
40,0.4,0.0001
40,0.5,0.0001
40,0.6,0.0001
40,0.7,0.0001
40,0.8,0.0001
40,0.9,0.0001
40,0.995,0.0001
40,1,0.0001
40,1.005,0.0001
40,1.1,0.0001
100,0,0.0001
100,0.05,0.0001
100,0.1,0.0001
100,0.15,0.0001
100,0.2,0.0001
100,0.3,0.0001
100,0.4,0.0001
100,0.5,0.0001
100,0.6,0.0001
100,0.7,0.0001
100,0.8,0.0001
100,0.9,0.0001
100,0.995,0.0001
100,1,0.0001
100,1.005,0.0001
100,1.1,0.0001
