-30,0,50000
-30,0.05,47500
-30,0.1,47500
-30,0.15,45000
-30,0.2,45000
-30,0.3,42500
-30,0.4,40000
-30,0.5,40000
-30,0.6,35000
-30,0.7,30000
-30,0.8,30000
-30,0.9,30000
-30,0.995,30000
-30,1,30000
-30,1.005,30000
-30,1.1,30000
0,0,55555.56
0,0.05,52777.78
0,0.1,52777.78
0,0.15,50000
0,0.2,50000
0,0.3,47222.22
0,0.4,44444.44
0,0.5,44444.44
0,0.6,38888.89
0,0.7,33333.33
0,0.8,33333.33
0,0.9,33333.33
0,0.995,33333.33
0,1,33333.33
0,1.005,33333.33
0,1.1,33333.33
25,0,41667
25,0.05,41667
25,0.1,41667
25,0.15,41667
25,0.2,41667
25,0.3,41667
25,0.4,41667
25,0.5,41667
25,0.6,41667
25,0.7,41667
25,0.8,41667
25,0.9,41667
25,0.995,41667
25,1,41667
25,1.005,41667
25,1.1,41667
40,0,62500
40,0.05,62500
40,0.1,62500
40,0.15,62500
40,0.2,62500
40,0.3,62500
40,0.4,62500
40,0.5,62500
40,0.6,62500
40,0.7,62500
40,0.8,62500
40,0.9,62500
40,0.995,62500
40,1,62500
40,1.005,62500
40,1.1,62500
100,0,83333
100,0.05,83333
100,0.1,83333
100,0.15,83333
100,0.2,83333
100,0.3,83333
100,0.4,83333
100,0.5,83333
100,0.6,83333
100,0.7,83333
100,0.8,83333
100,0.9,83333
100,0.995,83333
100,1,83333
100,1.005,83333
100,1.1,83333
