-30,0,2083.333
-30,0.05,2333.333
-30,0.1,3115.265
-30,0.15,4743.59
-30,0.2,6481.481
-30,0.3,11363.64
-30,0.4,20833.33
-30,0.5,31250
-30,0.6,62500
-30,0.7,125000
-30,0.8,125000
-30,0.9,125000
-30,0.995,125000
-30,1,125000
-30,1.005,125000
-30,1.1,125000
0,0,2500
0,0.05,2800
0,0.1,3738.318
0,0.15,5692.308
0,0.2,7777.778
0,0.3,13636.36
0,0.4,25000
0,0.5,37500
0,0.6,75000
0,0.7,150000
0,0.8,150000
0,0.9,150000
0,0.995,150000
0,1,150000
0,1.005,150000
0,1.1,150000
25,0,300000
25,0.05,300000
25,0.1,300000
25,0.15,300000
25,0.2,300000
25,0.3,300000
25,0.4,300000
25,0.5,300000
25,0.6,300000
25,0.7,300000
25,0.8,300000
25,0.9,300000
25,0.995,300000
25,1,300000
25,1.005,300000
25,1.1,300000
40,0,300000
40,0.05,300000
40,0.1,300000
40,0.15,300000
40,0.2,300000
40,0.3,300000
40,0.4,300000
40,0.5,300000
40,0.6,300000
40,0.7,300000
40,0.8,300000
40,0.9,300000
40,0.995,300000
40,1,300000
40,1.005,300000
40,1.1,300000
100,0,300000
100,0.05,300000
100,0.1,300000
100,0.15,300000
100,0.2,300000
100,0.3,300000
100,0.4,300000
100,0.5,300000
100,0.6,300000
100,0.7,300000
100,0.8,300000
100,0.9,300000
100,0.995,300000
100,1,300000
100,1.005,300000
100,1.1,300000
